regime,budget_fraction,seed,random_rmse,coverage_rmse,rmse_gain,random_cell_cv,coverage_cell_cv,cell_cv_reduction,relative_rmse_gain_pct,spatial_test_fold
spatial_fold_3,0.2,14,25.7328822979926,25.520209216447483,0.2126730815451161,1.657618195119082,0.6916502037391987,0.9659679913798833,0.8264642844214406,3
spatial_fold_3,0.2,15,26.477661373258737,25.77406341553819,0.7035979577205467,1.7083204866496426,0.7203131917321705,0.9880072949174722,2.6573266717246766,3
spatial_fold_3,0.2,16,26.53705647831147,26.20791643430433,0.3291400440071399,1.7330704499501015,0.7373603890580551,0.9957100608920464,1.2403035139791918,3
spatial_fold_3,0.2,17,26.79451915627783,26.0607727267082,0.7337464295696279,1.700244912482901,0.7137497285470009,0.9864951839359002,2.7384198435884772,3
spatial_fold_3,0.2,18,26.81191798806907,25.96595132424916,0.8459666638199081,1.7368726953296387,0.7480485102865538,0.9888241850430849,3.155188913364391,3
spatial_fold_3,0.2,19,25.853530139169745,25.67059830746865,0.18293183170109373,1.6788421381596332,0.7011931734952697,0.9776489646643636,0.7075700328596146,3
spatial_fold_4,0.2,0,37.23769290779502,36.41529420960476,0.8223986981902627,1.635006768382003,0.681820062318458,0.953186706063545,2.208511414030456,4
spatial_fold_4,0.2,1,35.249980308428455,35.30753283716557,-0.05755252873711214,1.6758950088463946,0.7021939610175139,0.9737010478288808,-0.16326967627653122,4
spatial_fold_4,0.2,2,35.36532981582145,35.755550056920924,-0.3902202410994775,1.663551192389352,0.7100204464154969,0.9535307459738551,-1.1033977150268341,4
spatial_fold_4,0.2,3,34.57471905421677,33.94581865141759,0.6289004027991822,1.636863846940022,0.6803192037167817,0.9565446432232404,1.8189602692447067,4
spatial_fold_4,0.2,4,36.43436277378926,37.06161374591582,-0.6272509721265607,1.6710961285417996,0.7012363686941752,0.9698597598476244,-1.721591718293486,4
spatial_fold_4,0.2,5,34.36715602131932,36.64019974640206,-2.2730437250827435,1.697638759066313,0.7116017398181249,0.986037019248188,-6.6140000751667785,4
spatial_fold_4,0.2,6,35.94405816846778,35.473147319936736,0.4709108485310409,1.710934180225134,0.7355554875181414,0.9753786927069927,1.3101215403222093,4
spatial_fold_4,0.2,7,34.69120803744552,36.16431463788845,-1.4731066004429323,1.633454265895647,0.6813958519582539,0.9520584139373931,-4.246339876238579,4
spatial_fold_4,0.2,8,35.19476988352081,34.34142072934885,0.8533491541719656,1.7001413668811978,0.7563019399814591,0.9438394268997387,2.424647630872926,4
spatial_fold_4,0.2,9,36.78956919457495,39.333052366153154,-2.5434831715782025,1.662071908662128,0.6894761905290941,0.9725957181330339,-6.913598683708611,4
spatial_fold_4,0.2,10,35.33723559368358,36.880269912647385,-1.5430343189638052,1.651743931998518,0.711017758459054,0.9407261735394641,-4.366596008544646,4
spatial_fold_4,0.2,11,34.8835033755764,37.31371436162485,-2.4302109860484435,1.6237444565106245,0.6804688400623843,0.9432756164482402,-6.96664827463961,4
spatial_fold_4,0.2,12,34.75114494955263,36.060422215136725,-1.3092772655840932,1.6550272547352538,0.7017588537663295,0.9532684009689243,-3.7675802264493394,4
spatial_fold_4,0.2,13,36.80282498475151,35.92585792006865,0.8769670646828587,1.6958146144092154,0.7230415466092297,0.9727730677999857,2.382879751883753,4
spatial_fold_4,0.2,14,35.97006596914505,36.287280118833465,-0.317214149688418,1.669594259538263,0.7056305334137167,0.9639637261245462,-0.8818837028559324,4
