regime,strategy,budget_fraction,n_development,n_train,n_test,rmse,mae,bias,seed
spatial_fold_4,random,0.2,36244,7249,13128,35.97006596914505,22.93587661679769,2.123976855795744,14
spatial_fold_4,coverage,0.2,36244,7249,13128,36.03905475379959,23.265855657490235,2.620287103825558,15
spatial_fold_4,random,0.2,36244,7249,13128,34.29370723922932,22.56564312235091,0.8108292734212142,15
spatial_fold_4,coverage,0.2,36244,7249,13128,36.18962886300047,23.206546966372173,1.456284734081304,16
spatial_fold_4,random,0.2,36244,7249,13128,34.92640412779772,22.14116410804781,3.913096164572551,16
spatial_fold_4,coverage,0.2,36244,7249,13128,36.41853173220409,23.73786838642897,1.309484643770134,17
spatial_fold_4,random,0.2,36244,7249,13128,36.53963888963082,23.700696267731992,0.5488009309614045,17
spatial_fold_4,coverage,0.2,36244,7249,13128,36.05007391630858,23.38640777597884,0.6183199227604032,18
spatial_fold_4,random,0.2,36244,7249,13128,35.317760528841525,23.01743558274177,0.7265489271068631,18
spatial_fold_4,coverage,0.2,36244,7249,13128,34.982358040517745,22.66464054135578,1.658981747975056,19
spatial_fold_4,random,0.2,36244,7249,13128,34.68777816289874,22.569300430273387,1.2035689887369103,19
