validation_scheme,year,spatial_fold,budget,domain,weighting,strategy,n_seeds,mean_bias,sd_bias,mean_mae,mean_rmse
whole_blocks,2014,3,5000,south_of_60n,spherical_cell_area,random,20,-0.4658341016267807,0.43129862280263037,11.620857173142623,22.020951874080414
whole_blocks,2014,4,5000,60_to_90n,equal_cell,historical_density,20,-47.12442087165657,5.274243418068444,53.677946933082545,77.52364276976039
whole_blocks,2014,4,5000,60_to_90n,equal_cell,random,20,0.37727992927681775,2.0987998276842874,18.172442602867807,41.24612471267925
whole_blocks,2014,4,5000,60_to_90n,spherical_cell_area,historical_density,20,-46.51392169880002,5.403108714309011,54.19854499189514,82.57575283810907
whole_blocks,2014,4,5000,60_to_90n,spherical_cell_area,random,20,0.32754647886883903,2.6964598467755274,21.42439232678202,47.57692527238771
whole_blocks,2014,4,5000,global,equal_cell,historical_density,20,-6.3424023357293615,0.702859579287682,17.958470073453682,33.4534842844363
whole_blocks,2014,4,5000,global,equal_cell,random,20,-0.7576110079727495,0.3424303904132955,12.885207770634523,24.293211097796302
whole_blocks,2014,4,5000,global,spherical_cell_area,historical_density,20,-3.232824309016057,0.4003800822413646,15.179328788125577,28.448252474369717
whole_blocks,2014,4,5000,global,spherical_cell_area,random,20,-1.3821913799714172,0.31909639737033596,12.59711380297217,23.520885041463977
whole_blocks,2014,4,5000,south_of_60n,equal_cell,historical_density,20,-1.5662726872673594,0.36211066125865726,13.775232985604935,23.352569620749033
whole_blocks,2014,4,5000,south_of_60n,equal_cell,random,20,-0.8905221891197386,0.3318411258311744,12.266000582094701,21.444473224382012
whole_blocks,2014,4,5000,south_of_60n,spherical_cell_area,historical_density,20,-1.5755616654475721,0.3513812431358244,13.685256472595679,24.054537318717795
whole_blocks,2014,4,5000,south_of_60n,spherical_cell_area,random,20,-1.4476584049461472,0.3409636152562587,12.259111307098824,22.08287475119959
