validation_scheme,year,spatial_fold,budget,domain,weighting,strategy,n_seeds,mean_bias,sd_bias,mean_mae,mean_rmse
whole_blocks_latitude_cap,2014,0,5000,global,spherical_cell_area,spatial_coverage,20,1.2623951157335038,0.4010883760019255,12.065456620812022,20.90193730469232
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,equal_cell,historical_density,20,0.8262151059417533,0.41748595020212603,14.147820175218465,24.27540757283168
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,equal_cell,random,20,1.3384403146665313,0.44355152923285374,12.3559836755672,23.864940701186907
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,equal_cell,spatial_coverage,20,1.0801889767825221,0.3729293470376682,12.193719508684381,20.756008060462662
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,spherical_cell_area,historical_density,20,1.142367412981319,0.4282885265887097,13.96651190526516,24.379216112432623
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,spherical_cell_area,random,20,1.3711458948322088,0.47090807167376914,12.160702726148886,23.783066997967556
whole_blocks_latitude_cap,2014,0,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,1.2623951157335038,0.4010883760019255,12.065456620812022,20.90193730469232
whole_blocks_latitude_cap,2014,1,5000,global,equal_cell,historical_density,20,0.3049037484662832,0.6792231653440777,13.549769457648136,21.411916435528873
whole_blocks_latitude_cap,2014,1,5000,global,equal_cell,random,20,0.050882487445110355,0.4681837704897211,11.765615056654571,21.927487758830846
whole_blocks_latitude_cap,2014,1,5000,global,equal_cell,spatial_coverage,20,1.2132010379896265,0.5308230498653529,11.490062234955378,18.637878764856488
whole_blocks_latitude_cap,2014,1,5000,global,spherical_cell_area,historical_density,20,0.837127619949196,0.7177528051088482,13.416869574308786,21.192712859945672
whole_blocks_latitude_cap,2014,1,5000,global,spherical_cell_area,random,20,0.37113523336711135,0.45835865406125786,11.718580503904715,21.597768037254873
whole_blocks_latitude_cap,2014,1,5000,global,spherical_cell_area,spatial_coverage,20,1.645153657501167,0.5072177876256883,11.51947736384172,18.52763875641959
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,equal_cell,historical_density,20,0.3049037484662832,0.6792231653440777,13.549769457648136,21.411916435528873
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,equal_cell,random,20,0.050882487445110355,0.4681837704897211,11.765615056654571,21.927487758830846
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,equal_cell,spatial_coverage,20,1.2132010379896265,0.5308230498653529,11.490062234955378,18.637878764856488
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,spherical_cell_area,historical_density,20,0.837127619949196,0.7177528051088482,13.416869574308786,21.192712859945672
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,spherical_cell_area,random,20,0.37113523336711135,0.45835865406125786,11.718580503904715,21.597768037254873
whole_blocks_latitude_cap,2014,1,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,1.645153657501167,0.5072177876256883,11.51947736384172,18.52763875641959
whole_blocks_latitude_cap,2014,2,5000,global,equal_cell,historical_density,20,-1.71103304040364,0.7164462821573166,16.618872370002443,33.817464485001366
whole_blocks_latitude_cap,2014,2,5000,global,equal_cell,random,20,-0.3728112781654483,0.7684545211556961,14.054120462491346,30.60117535716327
whole_blocks_latitude_cap,2014,2,5000,global,equal_cell,spatial_coverage,20,-0.8363120637863771,0.7007292078255377,13.438684839726822,28.367807144607617
