year,spatial_fold,evaluation_domain,budget,seed,comparison,metric,difference
2005,1,all,5000,1,historical_density_minus_random,p99_absolute_error,51.37694910448039
2005,1,all,5000,1,spatial_coverage_minus_random,rmse,5.990586459415681
2005,1,all,5000,1,spatial_coverage_minus_random,mae,1.7234861069706753
2005,1,all,5000,1,spatial_coverage_minus_random,median_absolute_error,1.0751511352673901
2005,1,all,5000,1,spatial_coverage_minus_random,p95_absolute_error,3.4369303878056883
2005,1,all,5000,1,spatial_coverage_minus_random,p99_absolute_error,8.688909016327884
2005,1,all,5000,2,historical_density_minus_random,rmse,7.577562174522406
2005,1,all,5000,2,historical_density_minus_random,mae,3.901041117389104
2005,1,all,5000,2,historical_density_minus_random,median_absolute_error,1.618912213199252
2005,1,all,5000,2,historical_density_minus_random,p95_absolute_error,18.793985118669553
2005,1,all,5000,2,historical_density_minus_random,p99_absolute_error,33.58529174411362
2005,1,all,5000,2,spatial_coverage_minus_random,rmse,2.746821028738001
2005,1,all,5000,2,spatial_coverage_minus_random,mae,1.3926991480164475
2005,1,all,5000,2,spatial_coverage_minus_random,median_absolute_error,0.9959418527714092
2005,1,all,5000,2,spatial_coverage_minus_random,p95_absolute_error,2.8868869917474953
2005,1,all,5000,2,spatial_coverage_minus_random,p99_absolute_error,11.7266790517035
2005,1,all,5000,3,historical_density_minus_random,rmse,10.5119255305193
2005,1,all,5000,3,historical_density_minus_random,mae,4.673563861627365
2005,1,all,5000,3,historical_density_minus_random,median_absolute_error,1.485889124265272
2005,1,all,5000,3,historical_density_minus_random,p95_absolute_error,24.03779609285784
2005,1,all,5000,3,historical_density_minus_random,p99_absolute_error,50.62615156704295
2005,1,all,5000,3,spatial_coverage_minus_random,rmse,3.06435001238259
2005,1,all,5000,3,spatial_coverage_minus_random,mae,1.1847030420016633
2005,1,all,5000,3,spatial_coverage_minus_random,median_absolute_error,0.9680980714068994
2005,1,all,5000,3,spatial_coverage_minus_random,p95_absolute_error,1.594701884888515
2005,1,all,5000,3,spatial_coverage_minus_random,p99_absolute_error,-1.9940736573959157
2005,1,all,5000,4,historical_density_minus_random,rmse,8.78865304751973
2005,1,all,5000,4,historical_density_minus_random,mae,4.419195816069276
2005,1,all,5000,4,historical_density_minus_random,median_absolute_error,2.065959347170036
2005,1,all,5000,4,historical_density_minus_random,p95_absolute_error,19.686207839657698
2005,1,all,5000,4,historical_density_minus_random,p99_absolute_error,21.783726891440253
2005,1,all,5000,4,spatial_coverage_minus_random,rmse,0.11255870602122187
2005,1,all,5000,4,spatial_coverage_minus_random,mae,0.5518562636185784
2005,1,all,5000,4,spatial_coverage_minus_random,median_absolute_error,0.83425361408041
2005,1,all,5000,4,spatial_coverage_minus_random,p95_absolute_error,1.160528766484859
2005,1,all,5000,4,spatial_coverage_minus_random,p99_absolute_error,-16.10112146927169
2005,1,spco2_le_threshold,1000,0,historical_density_minus_random,rmse,9.777785028614002
2005,1,spco2_le_threshold,1000,0,historical_density_minus_random,mae,4.562605385973427
2005,1,spco2_le_threshold,1000,0,historical_density_minus_random,median_absolute_error,2.1220479243702925
2005,1,spco2_le_threshold,1000,0,historical_density_minus_random,p95_absolute_error,15.573743167707974
2005,1,spco2_le_threshold,1000,0,historical_density_minus_random,p99_absolute_error,54.88862526609854
2005,1,spco2_le_threshold,1000,0,spatial_coverage_minus_random,rmse,4.733041722955477
2005,1,spco2_le_threshold,1000,0,spatial_coverage_minus_random,mae,1.216511390522136
2005,1,spco2_le_threshold,1000,0,spatial_coverage_minus_random,median_absolute_error,0.46841348576276687
2005,1,spco2_le_threshold,1000,0,spatial_coverage_minus_random,p95_absolute_error,0.9478423620205092
2005,1,spco2_le_threshold,1000,0,spatial_coverage_minus_random,p99_absolute_error,12.992053317244142
2005,1,spco2_le_threshold,1000,1,historical_density_minus_random,rmse,5.293457808342588
2005,1,spco2_le_threshold,1000,1,historical_density_minus_random,mae,4.075311944672771
2005,1,spco2_le_threshold,1000,1,historical_density_minus_random,median_absolute_error,2.680528409979985
2005,1,spco2_le_threshold,1000,1,historical_density_minus_random,p95_absolute_error,15.982138100870706
2005,1,spco2_le_threshold,1000,1,historical_density_minus_random,p99_absolute_error,-0.7154904486577891
2005,1,spco2_le_threshold,1000,1,spatial_coverage_minus_random,rmse,10.491252643084557
2005,1,spco2_le_threshold,1000,1,spatial_coverage_minus_random,mae,3.0109607939514493
2005,1,spco2_le_threshold,1000,1,spatial_coverage_minus_random,median_absolute_error,1.3277671478904836
2005,1,spco2_le_threshold,1000,1,spatial_coverage_minus_random,p95_absolute_error,11.904178952554169
2005,1,spco2_le_threshold,1000,1,spatial_coverage_minus_random,p99_absolute_error,11.687058309243383
2005,1,spco2_le_threshold,1000,2,historical_density_minus_random,rmse,7.434251815251027
2005,1,spco2_le_threshold,1000,2,historical_density_minus_random,mae,4.537355821133893
2005,1,spco2_le_threshold,1000,2,historical_density_minus_random,median_absolute_error,2.653352564438192
2005,1,spco2_le_threshold,1000,2,historical_density_minus_random,p95_absolute_error,17.235786690324915
2005,1,spco2_le_threshold,1000,2,historical_density_minus_random,p99_absolute_error,25.87357088316668
2005,1,spco2_le_threshold,1000,2,spatial_coverage_minus_random,rmse,8.891594201751246
2005,1,spco2_le_threshold,1000,2,spatial_coverage_minus_random,mae,2.5163008315582527
2005,1,spco2_le_threshold,1000,2,spatial_coverage_minus_random,median_absolute_error,0.6389999230077894
2005,1,spco2_le_threshold,1000,2,spatial_coverage_minus_random,p95_absolute_error,8.986498708902829
2005,1,spco2_le_threshold,1000,2,spatial_coverage_minus_random,p99_absolute_error,41.21072934361305
2005,1,spco2_le_threshold,1000,3,historical_density_minus_random,rmse,9.483535365695865
2005,1,spco2_le_threshold,1000,3,historical_density_minus_random,mae,4.702850272637299
