year,evaluation_domain,budget,seed,comparison,metric,difference
2005,all,1000,0,spatial_coverage_minus_random,mae,1.1564285540800299
2005,all,1000,0,spatial_coverage_minus_random,median_absolute_error,1.0400171666571225
2005,all,1000,0,spatial_coverage_minus_random,p95_absolute_error,3.581235714070665
2005,all,1000,0,spatial_coverage_minus_random,p99_absolute_error,0.7567036872004707
2005,all,1000,0,historical_density_minus_random,rmse,9.160438815305419
2005,all,1000,0,historical_density_minus_random,mae,5.602599212753196
2005,all,1000,0,historical_density_minus_random,median_absolute_error,2.69217548529204
2005,all,1000,0,historical_density_minus_random,p95_absolute_error,27.258146892234144
2005,all,1000,0,historical_density_minus_random,p99_absolute_error,45.90755624352143
2005,all,1000,1,spatial_coverage_minus_random,rmse,0.4720762223167796
2005,all,1000,1,spatial_coverage_minus_random,mae,1.352405285405359
2005,all,1000,1,spatial_coverage_minus_random,median_absolute_error,1.215815833852588
2005,all,1000,1,spatial_coverage_minus_random,p95_absolute_error,4.027965657246
2005,all,1000,1,spatial_coverage_minus_random,p99_absolute_error,0.7205803449195258
2005,all,1000,1,historical_density_minus_random,rmse,9.396796836834792
2005,all,1000,1,historical_density_minus_random,mae,6.071564508831504
2005,all,1000,1,historical_density_minus_random,median_absolute_error,3.05373818911238
2005,all,1000,1,historical_density_minus_random,p95_absolute_error,25.020389711294996
2005,all,1000,1,historical_density_minus_random,p99_absolute_error,33.74706173552744
2005,all,1000,2,spatial_coverage_minus_random,rmse,-0.7636014270685507
2005,all,1000,2,spatial_coverage_minus_random,mae,0.45771241089757275
2005,all,1000,2,spatial_coverage_minus_random,median_absolute_error,0.3826394453372757
2005,all,1000,2,spatial_coverage_minus_random,p95_absolute_error,2.2773108641193858
2005,all,1000,2,spatial_coverage_minus_random,p99_absolute_error,-0.244654833185578
2005,all,1000,2,historical_density_minus_random,rmse,6.175436222419137
2005,all,1000,2,historical_density_minus_random,mae,3.9336439894630306
2005,all,1000,2,historical_density_minus_random,median_absolute_error,2.436140809784149
2005,all,1000,2,historical_density_minus_random,p95_absolute_error,13.916510839957574
2005,all,1000,2,historical_density_minus_random,p99_absolute_error,32.632298688068374
2005,all,1000,3,spatial_coverage_minus_random,rmse,-0.3568360005240514
2005,all,1000,3,spatial_coverage_minus_random,mae,0.25758354487793333
2005,all,1000,3,spatial_coverage_minus_random,median_absolute_error,0.6997486315949288
2005,all,1000,3,spatial_coverage_minus_random,p95_absolute_error,-0.2650632927180041
2005,all,1000,3,spatial_coverage_minus_random,p99_absolute_error,-7.587067982002765
2005,all,1000,3,historical_density_minus_random,rmse,9.541266799074617
2005,all,1000,3,historical_density_minus_random,mae,5.843334124122629
2005,all,1000,3,historical_density_minus_random,median_absolute_error,3.0134850181853494
2005,all,1000,3,historical_density_minus_random,p95_absolute_error,29.898049003681024
2005,all,1000,3,historical_density_minus_random,p99_absolute_error,37.69742751800385
2005,all,1000,4,spatial_coverage_minus_random,rmse,11.450275715717709
2005,all,1000,4,spatial_coverage_minus_random,mae,4.796846891967091
2005,all,1000,4,spatial_coverage_minus_random,median_absolute_error,1.3889041749072248
2005,all,1000,4,spatial_coverage_minus_random,p95_absolute_error,16.80454586132683
2005,all,1000,4,spatial_coverage_minus_random,p99_absolute_error,70.4743837245772
2005,all,1000,4,historical_density_minus_random,rmse,11.022627500126333
2005,all,1000,4,historical_density_minus_random,mae,6.186496959098795
2005,all,1000,4,historical_density_minus_random,median_absolute_error,2.679756320484529
2005,all,1000,4,historical_density_minus_random,p95_absolute_error,25.753161477593196
2005,all,1000,4,historical_density_minus_random,p99_absolute_error,69.01811339699142
2005,all,1000,5,spatial_coverage_minus_random,rmse,-0.5955640247509884
2005,all,1000,5,spatial_coverage_minus_random,mae,-0.25302527764688776
2005,all,1000,5,spatial_coverage_minus_random,median_absolute_error,0.1877878527675989
2005,all,1000,5,spatial_coverage_minus_random,p95_absolute_error,-1.654995602082522
2005,all,1000,5,spatial_coverage_minus_random,p99_absolute_error,-3.0525966830591074
2005,all,1000,5,historical_density_minus_random,rmse,7.667950823225016
2005,all,1000,5,historical_density_minus_random,mae,4.646439501987478
2005,all,1000,5,historical_density_minus_random,median_absolute_error,2.6171498203299564
2005,all,1000,5,historical_density_minus_random,p95_absolute_error,17.98897059960848
2005,all,1000,5,historical_density_minus_random,p99_absolute_error,33.01314904591659
2005,all,1000,6,spatial_coverage_minus_random,rmse,-1.5671919117476172
2005,all,1000,6,spatial_coverage_minus_random,mae,-0.2298179915350982
2005,all,1000,6,spatial_coverage_minus_random,median_absolute_error,0.28224392991691616
2005,all,1000,6,spatial_coverage_minus_random,p95_absolute_error,-1.2621547219615223
2005,all,1000,6,spatial_coverage_minus_random,p99_absolute_error,-12.311990829279637
2005,all,1000,6,historical_density_minus_random,rmse,7.6621014269425665
2005,all,1000,6,historical_density_minus_random,mae,5.177796995348842
2005,all,1000,6,historical_density_minus_random,median_absolute_error,2.5920563532729375
