latitude,longitude,delta_mae_uatm
-36.5,-112.5,12.44264040674791
-36.5,-111.5,
-36.5,-110.5,30.192059980913424
-36.5,-109.5,5.759638340566228
-36.5,-108.5,23.791199255041846
-36.5,-107.5,14.12856107031615
-36.5,-106.5,10.595572408324848
-36.5,-105.5,-4.664255486479946
-36.5,-104.5,31.257420959413558
-36.5,-103.5,37.701087461581515
-36.5,-102.5,7.1197661869475395
-36.5,-101.5,29.946995572816206
-36.5,-100.5,13.382606027265995
-36.5,-99.5,5.194482458781028
-36.5,-98.5,12.41734211169022
-36.5,-97.5,15.4715189380907
-36.5,-96.5,26.09564542750508
-36.5,-95.5,
-36.5,-94.5,4.246606008178519
-36.5,-93.5,6.7037136727105775
-36.5,-92.5,2.7649432795754363
-36.5,-91.5,2.8127524216310675
-36.5,-90.5,25.144668774797648
-36.5,-89.5,1.9218345906582455
-36.5,-88.5,10.921994165596798
-36.5,-87.5,13.816917552634209
-36.5,-86.5,12.14073054059791
-36.5,-85.5,38.67688428093831
-36.5,-84.5,45.649047137877034
-36.5,-83.5,11.346030827688828
-36.5,-82.5,
-36.5,-81.5,12.728362422933328
-36.5,-80.5,16.89817139042366
-36.5,-79.5,4.535688035582529
-36.5,-78.5,5.59789852294343
-36.5,-77.5,8.26885537910717
-36.5,-76.5,3.7460592983825194
-36.5,-75.5,7.960813820619581
-36.5,-74.5,30.71457327433661
-36.5,-73.5,35.8494747847794
-36.5,-56.5,38.65547234512667
-36.5,-55.5,16.534131775230577
-36.5,-54.5,-2.697987496845087
-36.5,-53.5,5.705329054206132
-36.5,-52.5,-5.120990719326979
-36.5,-51.5,4.009369020819839
-36.5,-50.5,0.6373146582228175
-36.5,-49.5,-2.6551244636454854
-36.5,-48.5,-3.3869750288906717
-36.5,-47.5,-0.16111560409760273
-36.5,-46.5,
-36.5,-45.5,-0.4737101814923417
-36.5,-44.5,5.216774872379647
-36.5,-43.5,-0.2697524465404726
-36.5,-42.5,3.7171294813967437
-36.5,-41.5,
-36.5,-40.5,3.026959091015124
-36.5,-39.5,1.6866459637791467
-36.5,-38.5,2.105091507590375
-36.5,-37.5,
-36.5,-36.5,2.067993581254183
-36.5,-35.5,
-36.5,-34.5,3.1900306410675974
-36.5,-33.5,1.7416432824166375
-36.5,-32.5,-0.33274547646464914
-36.5,-31.5,4.53419850114831
-36.5,-30.5,
-36.5,-29.5,-3.1818385379219247
-36.5,-28.5,3.1331063780919415
-36.5,-27.5,1.231481078139907
-36.5,-26.5,1.2338415578078084
-36.5,-25.5,0.3418703040727893
-36.5,-24.5,1.2691272309688744
-36.5,-23.5,6.8094682125653625
-36.5,-22.5,7.5169316964193476
-36.5,-21.5,18.114981209231416
-36.5,-20.5,1.8985867418404547
-36.5,-19.5,7.349431579571751
-36.5,-18.5,0.7682851687612366
-36.5,-17.5,11.526390666374633
-36.5,-16.5,11.965134387731386
-36.5,-15.5,6.538871309148732
-36.5,-14.5,2.616549884078161
-36.5,-13.5,1.853493768068879
-36.5,-12.5,2.582850991830301
-36.5,-11.5,10.30233843725529
-36.5,-10.5,2.8503328635270546
-36.5,-9.5,3.6619046709941525
-36.5,-8.5,1.6354592839048108
-36.5,-7.5,5.067178870375599
-36.5,-6.5,4.197226987944963
-36.5,-5.5,1.2334995756946725
-36.5,-4.5,4.5827764353199
-36.5,-3.5,4.323302374195859
-36.5,-2.5,4.509938843883821
-36.5,-1.5,6.339749971665629
-36.5,-0.5,7.539520982519825
-36.5,0.5,-0.2742023598873189
-36.5,1.5,
-36.5,2.5,3.17970480766098
-36.5,3.5,-1.1918424941655816
-36.5,4.5,0.5050099146424225
-36.5,5.5,-0.505042737673139
-36.5,6.5,
-36.5,7.5,1.8423784714737863
-36.5,8.5,4.614891105006363
-36.5,9.5,2.195363228355072
-36.5,10.5,-0.3100547429609346
-36.5,11.5,-4.20154826082247
-36.5,12.5,-5.727877936300565
-36.5,13.5,-4.830679102047913
-36.5,14.5,-3.463089538936334
-36.5,15.5,-4.190960485748448
-36.5,16.5,-2.8265509408382385
-36.5,17.5,-0.6706161416172733
-36.5,18.5,-0.054770885948615344
-36.5,19.5,0.43845166160575566
-36.5,20.5,1.13397703063481
-36.5,21.5,3.7440198022269264
-36.5,22.5,-0.9662287407995684
-36.5,23.5,2.9883228259600862
-36.5,24.5,0.12121455181193674
-36.5,25.5,-0.507049461732537
-36.5,26.5,1.6558137223201914
-36.5,27.5,0.6373031676808001
-36.5,28.5,0.636408526604221
-36.5,29.5,1.07273135053223
-36.5,30.5,0.1548535844137282
-36.5,31.5,-0.6493359052827259
-36.5,32.5,-2.0051938414312485
-36.5,33.5,2.344179406037494
-36.5,34.5,-2.656701236862949
-36.5,35.5,0.317243378057543
-36.5,36.5,-3.2244442569654392
-36.5,37.5,-0.3743961592685907
-36.5,38.5,0.13254877397064524
-36.5,39.5,0.715750516120754
-36.5,40.5,1.939706556124742
-36.5,41.5,
-36.5,42.5,-4.816746995013313
-36.5,43.5,-1.1964161795362855
-36.5,44.5,-3.5218761236202543
-36.5,45.5,1.937116143205202
-36.5,46.5,-1.7289276751893183
-36.5,47.5,3.027059737698754
-36.5,48.5,-3.119630611699657
-36.5,49.5,
-36.5,50.5,-1.5959541591672917
-36.5,51.5,0.9765447649645522
-36.5,52.5,1.1397825981600551
-36.5,53.5,2.37864358325546
-36.5,54.5,3.44283918699875
-36.5,55.5,1.60775113645178
-36.5,56.5,3.286355046291691
-36.5,57.5,1.9328274734385271
-36.5,58.5,-0.5946395667867481
-36.5,59.5,1.2671722891039128
-36.5,60.5,1.6667235121278683
-36.5,61.5,1.1064290810038302
-36.5,62.5,7.133748781809143
-36.5,63.5,0.9726331266400718
-36.5,64.5,-0.6525102607598483
-36.5,65.5,4.982600538350349
-36.5,66.5,3.5486249008713786
-36.5,67.5,3.3574173055629597
-36.5,68.5,
-36.5,69.5,0.05472787816321567
-36.5,70.5,1.7411486009649195
-36.5,71.5,-2.1834999651040303
-36.5,72.5,0.9876724825527692
-36.5,73.5,
-36.5,74.5,-2.2957647744888847
-36.5,75.5,1.8075043524680625
-36.5,76.5,0.5563267215992678
-36.5,77.5,3.3288204717350522
-36.5,78.5,1.741333381223308
-36.5,79.5,3.3840597303914386
-36.5,80.5,-0.2488581237662535
-36.5,81.5,5.992433644742856
-36.5,82.5,7.946951281372776
-36.5,83.5,
-36.5,84.5,-5.774297793424637
-36.5,85.5,3.676022092563807
-36.5,86.5,2.9770543913198644
-36.5,87.5,2.3009495995093125
-36.5,88.5,2.8115846275428913
-36.5,89.5,
-36.5,90.5,5.676420864017558
-36.5,91.5,0.5987085128902763
-36.5,92.5,2.086134143418784
-36.5,93.5,-0.6392233831281047
-36.5,94.5,0.9900441200489114
-36.5,95.5,2.6525684460945014
-36.5,96.5,-1.1860673245133846
-36.5,97.5,6.347245160108903
-36.5,98.5,-1.7805459799095633
-36.5,99.5,-1.759396841523412
-36.5,100.5,-3.9141868783568983
-36.5,101.5,1.7993645349894916
-36.5,102.5,2.387401362180807
-36.5,103.5,2.721732094979945
-36.5,104.5,2.0636086890511613
-36.5,105.5,2.889498975024475
-36.5,106.5,-1.1700682820271986
-36.5,107.5,7.447175197734797
-36.5,108.5,5.783441316856339
-36.5,109.5,4.9612431032148825
-36.5,110.5,-0.94951879051077
-36.5,111.5,-5.833785994038616
-36.5,112.5,-8.88234715405113
-36.5,113.5,-6.604269952878583
-36.5,114.5,-12.385250688401836
-36.5,115.5,-7.3836161145248
-36.5,116.5,-10.384267487520395
-36.5,117.5,3.326804259135246
-36.5,118.5,-6.036014880736058
-36.5,119.5,-3.304811807897881
-36.5,120.5,3.501927034658358
-36.5,121.5,8.614177559403668
-36.5,122.5,0.18388670189637146
-36.5,123.5,4.821470357360477
-36.5,124.5,2.2249676760797783
-36.5,125.5,
-36.5,126.5,7.067983733840879
-36.5,127.5,6.558201832578453
-36.5,128.5,7.380669344225266
-36.5,129.5,
-36.5,130.5,4.267732305531979
-36.5,131.5,2.503115406116571
-36.5,132.5,2.11958454172032
-36.5,133.5,1.0213090915626095
-36.5,134.5,3.8338030726378776
-36.5,135.5,6.209469937239582
-36.5,136.5,8.31474693742139
-36.5,137.5,4.385963639281643
-36.5,138.5,6.474911436517218
-36.5,139.5,-3.9411328460926827
-36.5,150.5,-1.9515652456605395
-36.5,151.5,-7.051177555058819
-36.5,152.5,-13.60482239408215
-36.5,153.5,
-36.5,154.5,-1.834956159645408
-36.5,155.5,-2.338201996088653
-36.5,156.5,-4.96002216734175
-36.5,157.5,2.664811958738367
-36.5,158.5,1.3879043594016767
-36.5,159.5,3.3632319017114867
-36.5,160.5,-1.3995068645242696
-36.5,161.5,4.071556496859779
-36.5,162.5,2.1438858630648197
-36.5,163.5,3.1621337432090986
-36.5,164.5,7.603631229758344
-36.5,165.5,4.28944039726012
-36.5,166.5,3.1616698231589684
-36.5,167.5,2.8217862361147152
-36.5,168.5,6.28860248625687
-36.5,169.5,-0.8896762319647902
-36.5,170.5,4.444269956639356
-36.5,171.5,9.814344965180124
-36.5,172.5,1.3424402486137001
-36.5,173.5,3.4675440684814074
-36.5,174.5,12.837807212563344
-36.5,175.5,13.501307808574605
-36.5,176.5,7.749310327119598
-36.5,177.5,8.328052947375202
-36.5,178.5,4.659196429493615
-36.5,179.5,4.624376414152687
-35.5,-179.5,-0.8154947009498912
-35.5,-178.5,2.448992206693834
-35.5,-177.5,7.660475201061976
-35.5,-176.5,8.774997230363295
-35.5,-175.5,10.505519232494526
-35.5,-174.5,3.0028109635735403
-35.5,-173.5,7.399613844966491
-35.5,-172.5,3.488424788811046
-35.5,-171.5,8.885805309818672
-35.5,-170.5,0.8061199640943677
-35.5,-169.5,11.709132856289257
-35.5,-168.5,0.9764776620541458
-35.5,-167.5,4.069550245745104
-35.5,-166.5,12.059631513159552
-35.5,-165.5,8.130198143813107
-35.5,-164.5,13.661895660752213
-35.5,-163.5,3.451052832016499
-35.5,-162.5,17.62522900340388
-35.5,-161.5,10.910450881260486
-35.5,-160.5,6.611268727064765
-35.5,-159.5,11.02457067188359
-35.5,-158.5,11.245598567181371
-35.5,-157.5,4.493503514279183
-35.5,-156.5,9.258778832838743
-35.5,-155.5,12.41655369592614
-35.5,-154.5,22.973154534053045
-35.5,-153.5,
-35.5,-152.5,2.0966649575416323
-35.5,-151.5,7.495955750409827
-35.5,-150.5,-1.5502023317126525
-35.5,-149.5,9.768223195377036
-35.5,-148.5,6.80453381226613
-35.5,-147.5,14.836094407132634
-35.5,-146.5,-0.13918690676640377
-35.5,-145.5,10.7864068786561
-35.5,-144.5,17.281259665920228
-35.5,-143.5,12.460946601201178
-35.5,-142.5,12.811845604185523
-35.5,-141.5,-2.519640580704362
-35.5,-140.5,3.8438911202080845
-35.5,-139.5,26.00346167192815
-35.5,-138.5,13.708654637714613
-35.5,-137.5,
-35.5,-136.5,10.983701741065676
-35.5,-135.5,3.177980809030121
-35.5,-134.5,0.22914949761209868
-35.5,-133.5,9.988845861333733
-35.5,-132.5,14.375542135703897
-35.5,-131.5,13.507903305091002
-35.5,-130.5,10.897195520777053
-35.5,-129.5,15.293511075324725
-35.5,-128.5,16.22603827939851
-35.5,-127.5,2.14467510933704
-35.5,-126.5,12.804460923603253
-35.5,-125.5,17.10380426605723
-35.5,-124.5,24.088444422009857
-35.5,-123.5,16.618432015616143
-35.5,-122.5,8.037198276300705
-35.5,-121.5,13.209278219218398
-35.5,-120.5,31.918411407027087
-35.5,-119.5,2.3207536451936246
-35.5,-118.5,24.10496978702226
-35.5,-117.5,11.951077456382492
-35.5,-116.5,9.290883722676607
-35.5,-115.5,11.403650057141805
-35.5,-114.5,6.239237610804903
-35.5,-113.5,8.005393466630771
-35.5,-112.5,19.011347338426642
-35.5,-111.5,7.446593033904876
-35.5,-110.5,40.5594292707393
-35.5,-109.5,18.579090380268642
-35.5,-108.5,22.15058381037864
-35.5,-107.5,14.980515671351842
-35.5,-106.5,1.9375639169569396
-35.5,-105.5,9.68214624781954
-35.5,-104.5,1.614752429707007
-35.5,-103.5,31.513716664536357
-35.5,-102.5,13.21670915062493
-35.5,-101.5,44.881442081694324
-35.5,-100.5,14.57183791093907
-35.5,-99.5,42.16019448892171
-35.5,-98.5,8.545599535827774
-35.5,-97.5,4.050848920809921
-35.5,-96.5,22.957621698237904
-35.5,-95.5,0.18177069831269144
-35.5,-94.5,22.906270152509023
-35.5,-93.5,15.465623551562071
-35.5,-92.5,11.859194545646206
-35.5,-91.5,13.042054107963652
-35.5,-90.5,27.848047318885612
-35.5,-89.5,7.720606985122998
-35.5,-88.5,3.0258356746617983
-35.5,-87.5,20.969635000115417
-35.5,-86.5,30.707686392005993
-35.5,-85.5,25.656573502009564
-35.5,-84.5,13.781592880935207
-35.5,-83.5,46.01045246544703
-35.5,-82.5,3.5440750364030515
-35.5,-81.5,6.7069056485272345
-35.5,-80.5,
-35.5,-79.5,21.02246363188804
-35.5,-78.5,10.016109841909698
-35.5,-77.5,3.7475367748665
-35.5,-76.5,17.142697415656876
-35.5,-75.5,8.991326387275329
-35.5,-74.5,16.90587560752586
-35.5,-73.5,34.267761934058605
-35.5,-72.5,23.14556577814144
-35.5,-56.5,30.20205096663956
-35.5,-55.5,25.933544856937736
-35.5,-54.5,-4.669693710733149
-35.5,-53.5,6.205255414355307
-35.5,-52.5,-4.321618290653404
-35.5,-51.5,-1.309964104339043
-35.5,-50.5,1.776535331441643
-35.5,-49.5,-1.4963321429468692
-35.5,-48.5,1.3856735031632539
-35.5,-47.5,2.241048224323139
-35.5,-46.5,-2.314814443032785
-35.5,-45.5,0.0788413441082696
-35.5,-44.5,2.592466187171855
-35.5,-43.5,3.9870299165079315
-35.5,-42.5,6.373314546390042
-35.5,-41.5,1.4902617836824374
-35.5,-40.5,2.943100838898671
-35.5,-39.5,8.518751971459285
-35.5,-38.5,0.7934605223198048
-35.5,-37.5,0.13972544653828667
-35.5,-36.5,6.593816668742646
-35.5,-35.5,4.152562580560698
-35.5,-34.5,4.601300410559803
-35.5,-33.5,5.374567727449579
-35.5,-32.5,1.9988541999481262
-35.5,-31.5,6.056657257845906
-35.5,-30.5,7.858045078269746
-35.5,-29.5,8.767968070152854
-35.5,-28.5,4.859115670414246
-35.5,-27.5,2.7895342249467863
-35.5,-26.5,2.437873808014176
-35.5,-25.5,3.669754093254584
-35.5,-24.5,11.765381821322773
-35.5,-23.5,1.0032674312389025
-35.5,-22.5,5.587613740509833
-35.5,-21.5,0.887198282811732
-35.5,-20.5,8.80775268058884
-35.5,-19.5,
-35.5,-18.5,6.188876315724661
-35.5,-17.5,3.4033709239076417
-35.5,-16.5,14.308642187277822
-35.5,-15.5,11.55359356098528
-35.5,-14.5,12.33751110283441
-35.5,-13.5,2.9072931611697586
-35.5,-12.5,
-35.5,-11.5,6.6683486928951625
-35.5,-10.5,7.480243865021089
-35.5,-9.5,2.114984239264877
-35.5,-8.5,4.928045012966814
-35.5,-7.5,4.872548437256448
-35.5,-6.5,3.9120013430183747
-35.5,-5.5,0.432835263858518
-35.5,-4.5,2.153331240882351
-35.5,-3.5,1.9818217002186371
-35.5,-2.5,1.066579422002695
-35.5,-1.5,0.7674768616215841
-35.5,-0.5,2.6393156512618816
-35.5,0.5,0.6618077378063614
-35.5,1.5,3.291101783687118
-35.5,2.5,3.3934754713981157
-35.5,3.5,4.007698752999326
-35.5,4.5,0.40517497631247146
-35.5,5.5,3.410246641019185
-35.5,6.5,0.21400510093435265
-35.5,7.5,3.234022608482885
-35.5,8.5,2.121432841202366
-35.5,9.5,4.757982422425419
-35.5,10.5,0.7033061404666086
-35.5,11.5,-3.946802470584407
-35.5,12.5,-3.6654435171175184
-35.5,13.5,-6.780834883920846
-35.5,14.5,
-35.5,15.5,-0.748347459974477
-35.5,16.5,1.1919551268057624
-35.5,17.5,-2.745759002132087
-35.5,18.5,-0.533277640056621
-35.5,19.5,1.0960068520580641
-35.5,20.5,0.3351148452995609
-35.5,21.5,0.641538767635641
-35.5,22.5,2.624295281987111
-35.5,23.5,2.7990159312784906
-35.5,24.5,-1.755386186208007
-35.5,25.5,0.6438697871491303
-35.5,26.5,-2.4227778775066575
-35.5,27.5,-0.45717378307941026
-35.5,28.5,-1.3173863659193845
-35.5,29.5,-2.734224607443832
-35.5,30.5,1.6342786007936052
-35.5,31.5,5.921727522939006
-35.5,32.5,1.4248439931663128
-35.5,33.5,-1.639926422722258
-35.5,34.5,0.29722482302633324
-35.5,35.5,0.7882483370463298
-35.5,36.5,-0.21783350069974272
-35.5,37.5,3.6664059025846467
-35.5,38.5,-1.5678387317981812
-35.5,39.5,-1.0264589646508355
-35.5,40.5,-1.9750309028925628
-35.5,41.5,-3.5786520887884388
-35.5,42.5,2.3636120650597077
-35.5,43.5,1.3161588031465747
-35.5,44.5,-0.4806697505477562
-35.5,45.5,1.2326909645425088
-35.5,46.5,0.1072117216075088
-35.5,47.5,
-35.5,48.5,1.8869714176533297
-35.5,49.5,0.9908257484309848
-35.5,50.5,4.035399883932545
-35.5,51.5,1.2332438015085652
-35.5,52.5,0.36581519781944927
-35.5,53.5,0.7889880355463319
-35.5,54.5,0.7650044594025847
-35.5,55.5,
-35.5,56.5,0.017545965486147175
-35.5,57.5,2.0171411144811113
-35.5,58.5,
-35.5,59.5,-0.35229685115011344
-35.5,60.5,1.0039903003445492
-35.5,61.5,0.32703895403865246
-35.5,62.5,-0.0937062837882916
-35.5,63.5,
-35.5,64.5,0.39253898567528145
-35.5,65.5,3.153397429884457
-35.5,66.5,-5.103687951332034
-35.5,67.5,-1.6547685653138275
-35.5,68.5,2.2878112502703747
-35.5,69.5,3.567377415466307
-35.5,70.5,3.555723371941493
-35.5,71.5,-2.4628823423041997
-35.5,72.5,-0.2956118149158664
-35.5,73.5,5.602489460457029
-35.5,74.5,0.5773332769124817
-35.5,75.5,-2.4857006032777695
-35.5,76.5,
-35.5,77.5,-3.321519563594597
-35.5,78.5,-0.5218140780786964
-35.5,79.5,
-35.5,80.5,1.7394531662832868
-35.5,81.5,-0.44762356869937747
-35.5,82.5,-1.375920374149688
-35.5,83.5,1.9227494927606283
-35.5,84.5,1.5898950673218746
-35.5,85.5,5.7309283011477925
-35.5,86.5,0.34826596998848736
-35.5,87.5,
-35.5,88.5,0.8092191126448114
-35.5,89.5,4.233223167736595
-35.5,90.5,1.5240648855459362
-35.5,91.5,0.23010131193762273
-35.5,92.5,2.5531298056357095
-35.5,93.5,3.837940213698527
-35.5,94.5,2.620973504206628
-35.5,95.5,-1.9006833349404797
-35.5,96.5,3.1450732216532855
-35.5,97.5,
-35.5,98.5,
-35.5,99.5,1.1851055631815441
-35.5,100.5,1.4695315099887054
-35.5,101.5,-1.1041028773687458
-35.5,102.5,
-35.5,103.5,-4.539834223495621
-35.5,104.5,1.385917302596071
-35.5,105.5,0.5144771530680474
-35.5,106.5,4.525260263019517
-35.5,107.5,2.8376293168164546
-35.5,108.5,-2.2097973592120246
-35.5,109.5,-3.8285739552158926
-35.5,110.5,-3.6021212024796387
-35.5,111.5,-12.11078705041384
-35.5,112.5,-8.43284113004167
-35.5,113.5,-8.892672967684915
-35.5,114.5,-10.982487704721336
-35.5,115.5,-7.03148873600168
-35.5,116.5,-3.1848193649314087
-35.5,117.5,
-35.5,118.5,-2.463865873177715
-35.5,119.5,4.782152975364548
-35.5,120.5,2.774334822775619
-35.5,121.5,-0.7194179501381743
-35.5,122.5,-4.321686769035576
-35.5,123.5,0.4890630808245504
-35.5,124.5,9.347496604595294
-35.5,125.5,3.2259586697920755
-35.5,126.5,1.16342735137642
-35.5,127.5,-0.9740227815626135
-35.5,128.5,1.6408501703063791
-35.5,129.5,
-35.5,130.5,1.0337038091790762
-35.5,131.5,4.291070229093626
-35.5,132.5,2.055562479656926
-35.5,133.5,-0.7548464437385061
-35.5,134.5,10.116546610875465
-35.5,135.5,2.828020295163089
-35.5,136.5,1.9946227096688283
-35.5,137.5,3.095685192881919
-35.5,138.5,5.432567834682356
-35.5,150.5,-3.341168217578847
-35.5,151.5,1.5820527906083868
-35.5,152.5,-5.251302627937765
-35.5,153.5,0.9265567830545312
-35.5,154.5,-5.146952081563416
-35.5,155.5,-2.183287096185749
-35.5,156.5,-5.6842189114035016
-35.5,157.5,-8.645794756857352
-35.5,158.5,-2.4405823029292444
-35.5,159.5,-2.556513912431565
-35.5,160.5,4.289526074682531
-35.5,161.5,2.751046485313826
-35.5,162.5,1.9345554785161383
-35.5,163.5,1.5648621119894672
-35.5,164.5,1.485417970312211
-35.5,165.5,2.278300241770583
-35.5,166.5,4.182276438972439
-35.5,167.5,
-35.5,168.5,1.0340295223783835
-35.5,169.5,5.002178492453106
-35.5,170.5,6.391325040978957
-35.5,171.5,8.081243287622296
-35.5,172.5,6.54330811714521
-35.5,173.5,2.711887471252351
-35.5,174.5,1.8301291868592138
-35.5,175.5,1.1970647504483822
-35.5,176.5,2.4789275550219174
-35.5,177.5,
-35.5,178.5,5.044983788137765
-35.5,179.5,1.5230006280975488
-34.5,-179.5,1.2203792225772663
-34.5,-178.5,-1.0220395100032955
-34.5,-177.5,0.3469584321435777
-34.5,-176.5,7.459740012323808
-34.5,-175.5,0.08838496024248732
-34.5,-174.5,3.3407625147174764
-34.5,-173.5,10.499516816434827
-34.5,-172.5,7.572907015936895
-34.5,-171.5,
-34.5,-170.5,8.606253997608844
-34.5,-169.5,9.665309127060901
-34.5,-168.5,8.57759092722818
-34.5,-167.5,
-34.5,-166.5,4.069663027208715
-34.5,-165.5,2.3480797331487793
-34.5,-164.5,8.22994071915895
-34.5,-163.5,13.647396356288343
-34.5,-162.5,2.970474416485464
-34.5,-161.5,8.51042891151743
-34.5,-160.5,5.839178194986262
-34.5,-159.5,2.1099696852833567
-34.5,-158.5,2.059289058085616
-34.5,-157.5,12.65842285398152
-34.5,-156.5,8.688671062435823
-34.5,-155.5,-2.2217360226056857
-34.5,-154.5,9.348115954191035
-34.5,-153.5,2.1779317680424786
-34.5,-152.5,6.456829005280138
-34.5,-151.5,10.65957584451336
-34.5,-150.5,6.2362658140451295
-34.5,-149.5,0.02408995139309411
-34.5,-148.5,12.039520427892256
-34.5,-147.5,2.7751574519591324
-34.5,-146.5,4.0188500485821335
-34.5,-145.5,2.5882384471361544
-34.5,-144.5,16.25962264608693
-34.5,-143.5,9.973239658132645
-34.5,-142.5,10.463602272557395
-34.5,-141.5,9.011552222898855
-34.5,-140.5,8.765155964064004
-34.5,-139.5,1.3886593207943099
-34.5,-138.5,5.317782879221774
-34.5,-137.5,12.976587882995691
-34.5,-136.5,9.439704175797015
-34.5,-135.5,4.333844064310885
-34.5,-134.5,5.678281464422668
-34.5,-133.5,3.296760113907456
-34.5,-132.5,5.566374458349386
-34.5,-131.5,8.775206025900335
-34.5,-130.5,2.78780347379643
-34.5,-129.5,10.484495310986238
-34.5,-128.5,4.1896045784265485
-34.5,-127.5,6.479730596338332
-34.5,-126.5,24.536913808844815
-34.5,-125.5,22.360363754151635
-34.5,-124.5,16.424001585343845
-34.5,-123.5,11.379070869061369
-34.5,-122.5,14.460884543671895
-34.5,-121.5,9.381198609106093
-34.5,-120.5,16.891840889332386
-34.5,-119.5,9.535078159650004
-34.5,-118.5,11.801097896237103
-34.5,-117.5,17.87094389700983
-34.5,-116.5,8.230116341455414
-34.5,-115.5,18.36737404967501
-34.5,-114.5,35.942895184919784
-34.5,-113.5,-7.4988968762230055
-34.5,-112.5,4.768945439504019
-34.5,-111.5,4.270118217205464
-34.5,-110.5,-2.0304581191779807
-34.5,-109.5,21.615354151727004
-34.5,-108.5,5.0106656124460365
-34.5,-107.5,19.919028411707238
-34.5,-106.5,5.2084830341989345
-34.5,-105.5,18.108114136592746
-34.5,-104.5,5.967257833845919
-34.5,-103.5,0.7186377068034968
-34.5,-102.5,41.11917423810499
-34.5,-101.5,6.300530416617282
-34.5,-100.5,42.146175036615155
-34.5,-99.5,5.119483815474307
-34.5,-98.5,19.799186805747148
-34.5,-97.5,9.774103719320411
-34.5,-96.5,4.87497719353049
-34.5,-95.5,4.3553266952574585
-34.5,-94.5,4.5838400005722395
-34.5,-93.5,43.79803146552818
-34.5,-92.5,24.02769818108118
-34.5,-91.5,4.195156088067058
-34.5,-90.5,22.031290090429227
-34.5,-89.5,14.55364858695572
-34.5,-88.5,14.885240299534019
-34.5,-87.5,19.522739843864684
-34.5,-86.5,20.864038016068676
-34.5,-85.5,3.301807173561893
-34.5,-84.5,13.66932528458742
-34.5,-83.5,4.255295657005208
-34.5,-82.5,
-34.5,-81.5,
-34.5,-80.5,7.532447508219849
-34.5,-79.5,-3.0187243186812847
-34.5,-78.5,-1.2687395877091037
-34.5,-77.5,0.584141219722202
-34.5,-76.5,4.110196766676225
-34.5,-75.5,21.734329229012786
-34.5,-74.5,10.644524243759477
-34.5,-73.5,30.09221257297864
-34.5,-72.5,32.40345780983836
-34.5,-53.5,23.3288332118952
-34.5,-52.5,-32.017698113495115
-34.5,-51.5,-0.3432452827797299
-34.5,-50.5,-1.982927006062459
-34.5,-49.5,-0.48288605037850196
-34.5,-48.5,0.4320337011211475
-34.5,-47.5,1.376867590560674
-34.5,-46.5,8.973463124421555
-34.5,-45.5,2.6051893537263933
-34.5,-44.5,2.796626758859426
-34.5,-43.5,
-34.5,-42.5,2.0861268868753156
-34.5,-41.5,3.0307180709504093
-34.5,-40.5,
-34.5,-39.5,0.7385705153650894
-34.5,-38.5,3.9512943023691616
-34.5,-37.5,10.717239301871018
-34.5,-36.5,5.113740928251177
-34.5,-35.5,8.730888524578672
-34.5,-34.5,7.157810915949511
-34.5,-33.5,
-34.5,-32.5,3.8238438548264835
-34.5,-31.5,5.625308486826912
-34.5,-30.5,4.069481777281526
-34.5,-29.5,1.5523839418072019
-34.5,-28.5,3.2245929450490394
-34.5,-27.5,5.072566274528694
-34.5,-26.5,3.0110459428084617
-34.5,-25.5,22.571683985080753
-34.5,-24.5,5.580862294456971
-34.5,-23.5,12.473183623827058
-34.5,-22.5,2.345784722159612
-34.5,-21.5,7.225799843722338
-34.5,-20.5,3.823563109128811
-34.5,-19.5,9.768804364105298
-34.5,-18.5,27.307193135353238
-34.5,-17.5,7.471953472560673
-34.5,-16.5,3.4769315643747083
-34.5,-15.5,16.575668898459234
-34.5,-14.5,10.068213354975473
-34.5,-13.5,9.282042559109787
-34.5,-12.5,10.825124370304504
-34.5,-11.5,2.250688774770086
-34.5,-10.5,1.6073274589730082
-34.5,-9.5,5.674398603136444
-34.5,-8.5,4.944023749536985
-34.5,-7.5,2.2770579470257806
-34.5,-6.5,14.241886528524338
-34.5,-5.5,6.122523455011504
-34.5,-4.5,5.75900215787647
-34.5,-3.5,1.9905766990663798
-34.5,-2.5,3.161615030130136
-34.5,-1.5,5.0419927099832105
-34.5,-0.5,1.2743345842396527
-34.5,0.5,-0.5251224866864614
-34.5,1.5,0.2516431866924953
-34.5,2.5,2.9492184770664673
-34.5,3.5,0.9561343663615993
-34.5,4.5,3.1638698271281056
-34.5,5.5,4.833455721183954
-34.5,6.5,3.29667821559642
-34.5,7.5,3.61589031243426
-34.5,8.5,3.2130092150529865
-34.5,9.5,2.8022461434988557
-34.5,10.5,8.98811139175612
-34.5,11.5,-4.37734732277546
-34.5,12.5,-5.099258813408451
-34.5,13.5,-1.5579817836958263
-34.5,14.5,-2.6752643066432533
-34.5,15.5,-3.483125222639547
-34.5,16.5,-7.094121381674508
-34.5,17.5,-0.718911802012375
-34.5,18.5,-1.4468083932690199
-34.5,19.5,1.0596826804937933
-34.5,20.5,
-34.5,21.5,2.513663886862396
-34.5,22.5,-0.37617439230471916
-34.5,23.5,1.0136469150655216
-34.5,24.5,-3.147750904573787
-34.5,25.5,1.9989957732978851
-34.5,26.5,-0.9963378201023616
-34.5,27.5,-3.5071023452108214
